text,speaker,season,episode,scene,utterance,emotion
"That's a good point. So uh, how long are you gonna punish him?",Ross Geller,4,8,3,10,Neutral
Five years.,Joey Tribbiani,4,8,3,11,Neutral
You've sentenced him?!,Ross Geller,4,8,3,12,Scared
Hey! Don't do the crime if you can't do the time.,Joey Tribbiani,4,8,3,13,Joyful
"Joey, the guy's your best friend.",Ross Geller,4,8,3,14,Powerful
"No, was my best friend. Anyway, I don't know why you're pushing for him so hard. With him out of the way as my best friend, there's a spot open.",Joey Tribbiani,4,8,3,15,Joyful
"Oh, who? Me?",Ross Geller,4,8,3,16,Joyful
Yeah!,Joey Tribbiani,4,8,3,17,Joyful
Wow! I'm honored! And y'know what I'm gonna do as my first act as your best friend?,Ross Geller,4,8,3,18,Powerful
What?,Joey Tribbiani,4,8,3,19,Joyful
I'm gonna get you to talk to Chandler.,Ross Geller,4,8,3,20,Joyful
All right. But if you weren't my best friend.,Joey Tribbiani,4,8,3,21,Sad
"Oh my God, is it really that bad?",Kathy,4,8,4,2,Powerful
"I walk into a room and he won't even talk to me, he just mumbles something in Italian. And I know he only knows the bad words.",Chandler Bing,4,8,4,3,Sad
"Hey Gunther, have you uh, have you seen Chandler?",Joey Tribbiani,4,8,4,4,Neutral
"I thought you were Chandler. But umm, one of who is over there.",Gunther,4,8,4,5,Neutral
Oh.,Kathy,4,8,4,7,Neutral
Hey Joe.,Chandler Bing,4,8,4,8,Neutral
"I'll be right with you. Okay? Thanks, Wendy.",Doctor,4,8,5,2,Powerful
Oh my God! How cute is the on-call doctor?,Monica Geller,4,8,5,3,Joyful
"Ooh, so cute, that I'm thinking about jamming this pen in my eye.",Rachel Green,4,8,5,4,Powerful
Dr. Burke will see you know.,Nurse,4,8,5,6,Peaceful
"Oh no-no-no, not Dr. Burke. Dr. Burke is out of town. The-the on-call doctor will see me now.",Monica Geller,4,8,5,7,Neutral
"Dr. Richard Burke is out of town. Dr. Timothy Burke, his son, will see you now.",Nurse,4,8,5,8,Powerful
Ready?,Timothy Burke,4,8,5,9,Powerful
Hey! I'm sorry! That- where are you going?,Chandler Bing,4,8,6,2,Scared
My folks.,Joey Tribbiani,4,8,6,3,Powerful
"Oh, uh, when-when are you coming back?",Chandler Bing,4,8,6,4,Scared
I don't know. I might stay there for a few days while I look for an apartment.,Joey Tribbiani,4,8,6,5,Powerful
What?!,Chandler Bing,4,8,6,6,Scared
"Yeah, y'know at first I thought we could talk about this y'know, work it out, but uh, seeing you two together I don't think I...",Joey Tribbiani,4,8,6,7,Sad
"Hey, look, what do you want me to say? Do you want me to say that I'll stop seeing her?",Chandler Bing,4,8,6,8,Scared
"Look, it's not about her. Okay? But seeing you two together just reminds me of what you did. And I don't want to live with some one who doesn't know what it is to be a friend. So, I'll see ya.",Joey Tribbiani,4,8,6,9,Powerful
"Hey, look, I know what it is to be a friend, I just-I just screwed up!",Chandler Bing,4,8,6,10,Sad
Yeah! You did! And that's why I'm leaving.,Joey Tribbiani,4,8,6,11,Mad
"All right look, if you're not gonna stay for me, then at least stay for them! Okay, they have had a very difficult year! What with the robbery and all!",Chandler Bing,4,8,6,13,Sad
"When that guy was robbing us, and I was locked in the entertainment unit for like six hours, you know what I was doing in there all that time? I was thinking about how I let you down!",Joey Tribbiani,4,8,6,14,Mad
What?,Chandler Bing,4,8,6,15,Mad
"Yeah! But if would've know what kind of friend you were gonna turn out to be, I wouldn't have worried about it so much! See you around!",Joey Tribbiani,4,8,6,16,Mad
"All right, wait! Come on! Just wait one second! There has to be something that I can do! Something! If we still had that entertainment unit I would get in it for six hours and think about how I let you down. What?",Chandler Bing,4,8,6,17,Sad
We've got a box.,Joey Tribbiani,4,8,6,18,Peaceful
"Last time I saw you, it was the morning I left for college. And you were just standing outside The Dairy Queen.",Timothy Burke,4,8,7,2,Neutral
I was probably waiting for it to open.,Monica Geller,4,8,7,3,Neutral
"I gotta tell you, you look great now.",Timothy Burke,4,8,7,4,Joyful
You look great too.,Monica Geller,4,8,7,5,Joyful
You're an excellent patient!,Timothy Burke,4,8,7,6,Joyful
So how does it look?,Monica Geller,4,8,7,7,Neutral
"Well, you've got a little scratch on your cornea, your gonna have to wear a patch for a couple of days.",Timothy Burke,4,8,7,8,Neutral
Like a pirate?!,Monica Geller,4,8,7,9,Scared
If that helps you.,Timothy Burke,4,8,7,10,Neutral
"Umm, so how long have you been working with your dad? Come on, one of us had to mention him.",Monica Geller,4,8,7,11,Neutral
I moved back here a couple of months ago.,Timothy Burke,4,8,7,12,Neutral
Oh. Big family dinner tonight?,Monica Geller,4,8,7,13,Neutral
Uh.,Timothy Burke,4,8,7,14,Neutral
No way!,Monica Geller,4,8,7,15,Scared
I was gonna have Thanksgiving at my girlfriend's.,Timothy Burke,4,8,7,16,Neutral
Oh.,Monica Geller,4,8,7,17,Sad
But we broke up.,Timothy Burke,4,8,7,18,Neutral
Oh.,Monica Geller,4,8,7,19,Joyful
She-she wasn't ready for a serious commitment.,Timothy Burke,4,8,7,20,Sad
"Oh. So you made her walk the plank? Aye, matie?",Monica Geller,4,8,7,21,Joyful
You're not wearing the patch yet.,Timothy Burke,4,8,7,22,Neutral
I know.,Monica Geller,4,8,7,23,Neutral
"Oh, he sees her!",Rachel Green,4,8,9,2,Joyful
"Oh, he's catching up to her!",Monica Geller,4,8,9,3,Joyful
"Oh, she sees him! Oh, they're hugging!",Phoebe Buffay,4,8,9,4,Joyful
He's taking her purse!,Ross Geller,4,8,9,5,Scared
"Uhh, that's not them. I'm gonna go call the police.",Joey Tribbiani,4,8,9,6,Scared
"Oh, there they are!",Phoebe Buffay,4,8,9,7,Joyful
"All right, get a room.",Phoebe Buffay,4,8,9,9,Neutral
Okay!,Phoebe Buffay,4,9,1,2,Neutral
"Come on, no peeking!",Monica Geller,4,9,1,3,Powerful
Our eyes are closed and we're about to cross the street. Very good.,Chandler Bing,4,9,1,4,Powerful
"Okayyyyy, open up!",Phoebe Buffay,4,9,1,5,Powerful
What did you want to show us? Because all I can see is this bitchin' van!,Ross Geller,4,9,1,7,Joyful
"Yeah, it's for our catering business!",Phoebe Buffay,4,9,1,8,Joyful
I think I know that girl.,Joey Tribbiani,4,9,1,9,Neutral
"All right, umm, we're not gonna really keep it this way though.",Monica Geller,4,9,1,10,Neutral
No?,Rachel Green,4,9,1,11,Neutral
"No, we're gonna paint over the sword, and replace it with a baguette.",Phoebe Buffay,4,9,1,12,Joyful
Oh!,Rachel Green,4,9,1,13,Sad
"And also, we don't know what to do with this.",Phoebe Buffay,4,9,1,14,Joyful
"Oh yeah, I definitely know her.",Joey Tribbiani,4,9,1,15,Joyful
"Oh, uh, Joanna I was wondering if I could ask you something. There's an opening for an assistant buyer in Junior Miss...",Rachel Green,4,9,3,2,Powerful
"Okay, but that would actually be a big step down for me.",Joanna,4,9,3,3,Powerful
"Well, actually, I meant for me. The hiring committee is meeting people all day and...",Rachel Green,4,9,3,4,Powerful
"Oh. Well, I wish I could say no, but you can't stay my assistant forever. Neither can you Sophie, but for different reasons.",Joanna,4,9,3,5,Powerful
"God, I am so glad you don't have a problem with this, because if you did, I wouldn't even consider applying.",Rachel Green,4,9,3,6,Powerful
"Really? Well, in that case...",Joanna,4,9,3,7,Scared
And that's I'm so glad... there's no problem.,Rachel Green,4,9,3,8,Scared
"That's fine, actually I'm on the hiring committee, so there'll be at least one friendly face.",Joanna,4,9,3,9,Joyful
Ohh! That's great!,Rachel Green,4,9,3,10,Joyful
"You know, Junior Miss is where I started. Oh, I had to sleep with the ugliest guy to get that job.",Joanna,4,9,3,11,Powerful
Really?!,Rachel Green,4,9,3,12,Scared
"No-ho-ho! Yeah. I mean, no-no-no-no-no, don't you worry, I'm sure with your qualifications you won't need to sleep with some guy to get that job. Although, I might need some convincing.",Joanna,4,9,3,13,Sad
"Well, I, umm...",Rachel Green,4,9,3,14,Joyful
"Kidding! God, I feel wild today!",Joanna,4,9,3,15,Joyful
Oh man! I am so excited-I may vomit!,Chandler Bing,4,9,4,2,Joyful
"Will you calm down, he's just a human guy.",Joey Tribbiani,4,9,4,3,Peaceful
"Look you don't understand, Gandolf is amazing. Y'know you're never know what's gonna end up happening, you go out for a couple of beers and end up on a fishing boat to Nova Scotia!",Chandler Bing,4,9,4,4,Joyful
Really?!,Joey Tribbiani,4,9,4,5,Joyful
"Oh yeah, it's beautiful country up there.",Chandler Bing,4,9,4,6,Joyful
"Hey! Okay! I got my passport, fresh socks, and a snake bite kit!",Ross Geller,4,9,4,7,Joyful
It's not gonna be exactly like last time.,Chandler Bing,4,9,4,8,Joyful
"All right, I'll see you guys.",Joey Tribbiani,4,9,4,9,Joyful
Whoa-whoa-whoa!,,4,9,4,10,Joyful
Whoa-wh-wh-whoa-whoa-whoa-whoa!,Chandler Bing,4,9,4,11,Scared
"I have an audition, but I'll definitely hook up with you later. Where are you gonna be around noon?",Joey Tribbiani,4,9,4,12,Neutral
Somewhere maybe along the equator?,Ross Geller,4,9,4,13,Joyful
Okay.,Joey Tribbiani,4,9,4,14,Peaceful
"Hello. It's Gandolf!!! So, are you in town? Oh, well, well maybe next time then.",Chandler Bing,4,9,4,15,Sad
What happened?,Ross Geller,4,9,4,16,Peaceful
"He's not gonna make it, he's stuck in Chicago.",Chandler Bing,4,9,4,17,Sad
"Ohh, man! Chicago, is sooo lucky!",Ross Geller,4,9,4,18,Joyful
"Stupid, useless Canadian money!",Chandler Bing,4,9,4,19,Mad
"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",Mr. Posner,4,9,5,2,Powerful
Thank you.,Rachel Green,4,9,5,3,Joyful
Filing system? Oh-oh! You mean those-those little colored labels you put on all the folders? It certainly did brighten up the inside of the filing cabinets.,Joanna,4,9,5,4,Joyful
"Well, they uh, they-they do more than that.",Rachel Green,4,9,5,5,Mad
I notice that you've been trusted with a lot of rather important responsibilities.,Mrs. Lynch,4,9,5,6,Powerful
"Yes, Joanna really has been an incredible mentor to me.",Rachel Green,4,9,5,7,Joyful
Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost every time!,Joanna,4,9,5,8,Joyful
"I-I-I of course, I have more responsibilities than that.",Rachel Green,4,9,5,9,Mad
"Oh yes, well there's the coffee too. Rachel can carry two things at once!",Joanna,4,9,5,10,Scared
"Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",Mr. Posner,4,9,5,11,Powerful
"Yes, I realize that...",Rachel Green,4,9,5,12,Powerful
"And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",Joanna,4,9,5,13,Neutral
I love working with designers!,Rachel Green,4,9,5,14,Joyful
"With them, under them, what's the difference? Eh, Rach?",Joanna,4,9,5,15,Scared
Hey! My first review is out!,Monica Geller,4,9,6,2,Powerful
"Ohh! Oh, the Chelsea Reporter, ohh, this used to keep me so warm.",Phoebe Buffay,4,9,6,3,Powerful
"All right, look at my on the back page.",Monica Geller,4,9,6,4,Neutral
"Oh, okay! ""Would I go back to Allesandro's? Sure, but I'd have to order two meals, one for me and one for the guy pointing the gun to my head."" Wow! You really laid into this place.",Phoebe Buffay,4,9,6,5,Neutral
"Hey, they don't pay me a penny a word to make friends.",Monica Geller,4,9,6,6,Powerful
"Ooh, I gotta go. I found a guy that who could fix up the van for catering.",Phoebe Buffay,4,9,6,7,Powerful
Oh! Do you need me to go with you?,Monica Geller,4,9,6,8,Joyful
"No-no, it's okay. But are we sure we don't want the waterbed?",Phoebe Buffay,4,9,6,9,Sad
Haven't we made this decision?,Monica Geller,4,9,6,10,Joyful
"Yeah, all right.",Phoebe Buffay,4,9,6,11,Scared
Bye!,Monica Geller,4,9,6,12,Neutral
Bye!,Phoebe Buffay,4,9,6,13,Neutral
Who is it?,Monica Geller,4,9,6,15,Powerful
"It's Allesandro, from Allesandro's.",Allesandro,4,9,6,16,Neutral
Oh my God.,Monica Geller,4,9,6,17,Neutral
I want to talk to you about your review.,Allesandro,4,9,6,18,Powerful
"Oh my God, oh my God. Call me on the phone!",Monica Geller,4,9,6,19,Powerful
Why? So you could hang up on me?,Allesandro,4,9,6,20,Powerful
"Look, I-I'm never gonna let you up so you may as well just go away.",Monica Geller,4,9,6,21,Peaceful
Just give me a chance too...,Allesandro,4,9,6,22,Powerful
"Hey, do you need to get in? Here you go.",Phoebe Buffay,4,9,6,23,Neutral
No! Phoebe!,Monica Geller,4,9,6,24,Neutral
"Hey, Monica!",Phoebe Buffay,4,9,6,25,Neutral
I want a retraction! Our food is not inedible swill!,Allesandro,4,9,7,2,Mad
"I couldn't eat it! I had five friends who couldn't eat it, and one of them eats books.",Monica Geller,4,9,7,3,Mad
Well our service is not grossly incompetent.,Allesandro,4,9,7,4,Mad
The waiter carried the breadsticks in his pants!,Monica Geller,4,9,7,5,Mad
"Well, you said that we except the Discover Card, which we do not!",Allesandro,4,9,7,6,Mad
"All right, that I'll retract. But I stand by my review, I know food and that wasn't it. You're marinara sauce tasted like tomato juice! You should serve it with vodka and a piece of celery.",Monica Geller,4,9,7,7,Powerful
"Hey! I'm proud of that sauce, it's delicious.",Allesandro,4,9,7,8,Powerful
Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,Monica Geller,4,9,7,9,Mad
Lebanon.,Allesandro,4,9,7,10,Scared
"Hand me those tomatoes, I'm gonna show you what it should taste like! Come on, hand me them.",Monica Geller,4,9,7,11,Powerful
How long is this gonna take? 'Cause I got another critic to go yell at.,Allesandro,4,9,7,12,Mad
Hey! What are you guys doing here? I thought you'd be out partying with Gandel-worf.,Joey Tribbiani,4,9,9,2,Joyful
"It's Gandolf, and he's not coming.",Ross Geller,4,9,9,3,Peaceful
So you've been sittin' around here all mornin'?,Joey Tribbiani,4,9,9,4,Neutral
No! I balanced my checkbook.,Ross Geller,4,9,9,5,Peaceful
"Yeah, and I-I gave first names to all of the foosball players.",Chandler Bing,4,9,9,6,Powerful
I can't believe he didn't come!,Ross Geller,4,9,9,7,Scared
So what if he didn't come! We can still go out and party ourselves!,Joey Tribbiani,4,9,9,8,Joyful
"Oh-no, y'know with Gandolf we'd be out all night!",Chandler Bing,4,9,9,9,Scared
"Yeah! We'd meet, we'd meet total strangers, and hang out with them!",Ross Geller,4,9,9,10,Powerful
"Well, we could do that!",Joey Tribbiani,4,9,9,11,Powerful
There's other stuff too.,Ross Geller,4,9,9,12,Peaceful
"We'll do it all, and better! Look, after tonight, Gandolf will want to party with us, dude! Come on!",Joey Tribbiani,4,9,9,13,Peaceful
Yeah!,Ross Geller,4,9,9,14,Powerful
Yeah!,Joey Tribbiani,4,9,9,15,Powerful
Yeah!!,Ross Geller,4,9,9,16,Powerful
Yeah!!,Joey Tribbiani,4,9,9,17,Joyful
It's not like we don't know how to party!!,Ross Geller,4,9,9,18,Mad
Yeah! All right? Let's go!,Joey Tribbiani,4,9,9,19,Joyful
And may-maybe we could end up on a boat again?,Chandler Bing,4,9,9,20,Joyful
Yeah!!!,,4,9,9,21,Peaceful
All right!!,Chandler Bing,4,9,9,22,Joyful
"Hey-hey-hey, when uh, when were we on a boat?",Ross Geller,4,9,9,23,Neutral
"Remember that really cold morning, you woke up and those dogs were licking your face?",Chandler Bing,4,9,9,24,Peaceful
Yeah.,Ross Geller,4,9,9,25,Powerful
"Well, those were seals, man.",Chandler Bing,4,9,9,26,Powerful
"All right, so we'll get a little coffee, and get energized, and we'll head back out.",Joey Tribbiani,4,9,11,2,Neutral
"Yeah, all right.",Chandler Bing,4,9,11,3,Neutral
Okay.,Ross Geller,4,9,11,4,Neutral
"So, we're having fun, right?",Joey Tribbiani,4,9,11,5,Neutral
Yeah.,,4,9,11,6,Neutral
"We don't need that wizard guy. We hit a couple of clubs, talked to some strangers, and uh, after this, we'll head down to the docks and see about that boat thing.",Joey Tribbiani,4,9,11,7,Scared
I'm kinda beat.,Ross Geller,4,9,11,8,Neutral
"Actually, me too.",Chandler Bing,4,9,11,9,Joyful
Are you serious?!,Joey Tribbiani,4,9,11,10,Powerful
Yeah.,,4,9,11,11,Neutral
Thank God! I'm exhausted!,Joey Tribbiani,4,9,11,12,Peaceful
So you guys want coffees?,Gunther,4,9,11,13,Scared
"Yeah, but uh, I don't want to be up too late, so uh, I'll have a decaf.",Joey Tribbiani,4,9,11,14,Peaceful
"Yeah, me too.",Ross Geller,4,9,11,15,Peaceful
"Actually, can I get some hot water with a little lemon? I think I strained my voice screaming in there. Does it have to be so loud?",Chandler Bing,4,9,11,16,Neutral
"I can't hear a word you're saying, my ears are ringing so bad.",Joey Tribbiani,4,9,11,17,Neutral
"I'm just glad I brought that extra pair of socks, y'know? I used them as mittens, I didn't want to touch a thing in that last place.",Ross Geller,4,9,11,18,Sad
How sad are we?,Ross Geller,4,9,11,20,Neutral
"Yeah, I know.",Joey Tribbiani,4,9,11,21,Joyful
"Y'know what? We're not sad, we're not sad, we're just not 21 anymore. Y'know? I'm 29 years old, damnit! And I want to sit in a comfortable chair, and watch television and go to bed at a reasonable hour!",Chandler Bing,4,9,11,22,Scared
Yeah!,,4,9,11,23,Neutral
Yeah! And I like to hang out in a quiet place where I can talk to my friends.,Joey Tribbiani,4,9,11,24,Joyful
Yeah!,,4,9,11,25,Neutral
"And so what if I like to go home, throw on some Kenny G, and take a bath!",Ross Geller,4,9,11,26,Joyful
"We're 29, we're not women.",Joey Tribbiani,4,9,11,27,Scared
"Ohh, here you are. Y'know, I'm-I'm glad you decided to hear me out.",Monica Geller,4,9,12,2,Scared
"Okay, I'm hearing.",Phoebe Buffay,4,9,12,3,Powerful
"I've been doing a lot of thinking. A lot! And umm, well, I came up with a whole bunch of businesses you can do with your van. Okay umm, you could be flower delivery person.",Monica Geller,4,9,12,4,Powerful
What?!,Phoebe Buffay,4,9,12,5,Joyful
Or! A bakery delivery person.,Monica Geller,4,9,12,6,Joyful
I wa-I wa-I wa...,Phoebe Buffay,4,9,12,7,Neutral
Pizza?!,Monica Geller,4,9,12,8,Neutral
Monica!,Phoebe Buffay,4,9,12,9,Neutral
"All right, I've got a whole bunch of uh-uh, stuff in this area, but umm, I'm getting the feeling that you don't want to deliver.",Monica Geller,4,9,12,10,Powerful
No.,Phoebe Buffay,4,9,12,11,Powerful
"Okay. I'm guessing that if you don't want to deliver, you probably don't want to pick stuff up either.",Monica Geller,4,9,12,12,Joyful
No.,Phoebe Buffay,4,9,12,13,Joyful
"Y'know what, let's do the catering business.",Monica Geller,4,9,12,14,Joyful
Really?! Are you sure?,Phoebe Buffay,4,9,12,15,Scared
"Yeah, y'know I-I made a commitment to you. Y'know what, it'd be, it'd be fun.",Monica Geller,4,9,12,16,Scared
"Oh! It will be fun! Ohh! Yay! Oh! Okay, ooh, let's plan the wedding reception. Wow! You really wanted me to do something with this van. Y'know what, I want you to take the chef job.",Phoebe Buffay,4,9,12,17,Scared
Really?!,Monica Geller,4,9,12,18,Powerful
"Yeah. That's what you really want. Yeah, I don't want to be the reason you're unhappy, that would just make me unhappy, and I really don't want to be the reason I'm unhappy.",Phoebe Buffay,4,9,12,19,Powerful
Thank you.,Monica Geller,4,9,12,20,Joyful
"Besides, it might be kinda fun to form the new A-Team.",Phoebe Buffay,4,9,12,21,Joyful
"Oh, hi Mrs. Lynch! Is Joanna in already?",Rachel Green,4,9,13,2,Neutral
Oh my goodness! You haven't heard!,Mrs. Lynch,4,9,13,3,Joyful
Heard what?,Rachel Green,4,9,13,4,Joyful
Joanna passed away last night.,Mrs. Lynch,4,9,13,5,Sad
Oh my God! How?!,Rachel Green,4,9,13,6,Sad
"Well, she was leaving work and she was hit by a cab.",Mrs. Lynch,4,9,13,7,Scared
"Oh my God! Oh, I cannot believe it!",Rachel Green,4,9,13,8,Sad
I know!,Mrs. Lynch,4,9,13,9,Powerful
"Oh, God. Oh, God. Oh God.",Rachel Green,4,9,13,10,Sad
I didn't realize that she was so close.,Mrs. Lynch,4,9,13,11,Sad
"Yes, so close. Mrs. Lynch, I know that this is an emotional and difficult time, for all of us. But by any chance did Joanna send any paperwork your way before... it happened.",Rachel Green,4,9,13,12,Peaceful
"No. Nothing. Imagine, if she had just stepped off that curb a few seconds later.",Mrs. Lynch,4,9,13,13,Sad
"Yes-yes, just a few seconds and she'd still be with us-nothing about an assistant buyer?",Rachel Green,4,9,13,14,Sad
"No, I'm sorry. I have to go.",Mrs. Lynch,4,9,13,15,Sad
Good morning!,Sophie,4,9,13,16,Joyful
"Oh, Sophie, I guess you didn't hear about Joanna...",Rachel Green,4,9,13,17,Neutral
I sure did!,Sophie,4,9,13,18,Joyful
Hey!,Ross Geller,4,10,1,2,Joyful
Hey!,,4,10,1,3,Joyful
"I'm sorry I'm late, did I miss anything?",Ross Geller,4,10,1,4,Neutral
Joey stuffing 15 Oreos in his mouth.,Phoebe Buffay,4,10,1,5,Joyful
15? Your personal best!,Ross Geller,4,10,1,6,Peaceful
Where were you?,Phoebe Buffay,4,10,1,7,Powerful
"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",Ross Geller,4,10,1,8,Peaceful
"Oh, yeah! How did you meet her?",Chandler Bing,4,10,1,10,Peaceful
"Oh, which museum?",Phoebe Buffay,4,10,1,11,Powerful
"No, answer his.",Phoebe Buffay,4,10,1,12,Peaceful
"Okay, it was just me and her at the back of the train, and I sat near the door, so she'd have to pass by me if she wanted to switch cars. She was totally at my mercy.",Ross Geller,4,10,1,13,Joyful
Were you so late because you were burring this woman?,Chandler Bing,4,10,1,14,Neutral
"No, I'm getting back down 'cause she lives in Poughkeepsie. She seems really great, but she's like totally great, but she lives two and a half hours away.",Ross Geller,4,10,1,15,Peaceful
How can she be great if she's from Poughkeepsie? That joke would've killed in Albany.,Chandler Bing,4,10,1,16,Peaceful
"Done! I did it! Heh, who's stupid now?",Joey Tribbiani,4,10,1,17,Powerful
"I say, Drew! Are you seeing anybody right now? Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!",Chandler Bing,4,10,3,2,Scared
I didn't think you were gay. I do now.,Drew,4,10,3,3,Peaceful
"See my friend-my friend, Rachel, she wants to be set up.",Chandler Bing,4,10,3,4,Scared
"Ahh, I just got out of a big relationship, I'm not looking for any thing serious.",Drew,4,10,3,5,Scared
"Oh, y'know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",Chandler Bing,4,10,3,6,Neutral
"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",Mike,4,10,3,7,Joyful
"Oh, by the way, that is her full name.",Chandler Bing,4,10,3,8,Neutral
Oh wow! I'm free for her!,Mike,4,10,3,9,Joyful
"Oh, wait a second! I didn't say I wasn't free!",Drew,4,10,3,10,Neutral
"Hey, Chandler, why don't we talk this over at the Ranger game tomorrow?",Mike,4,10,3,11,Neutral
"Hold on, y'know I just got a box of Cubans, maybe I bring them by your office around uh, five?",Drew,4,10,3,12,Powerful
"Oh well, that's uh, a little later than I uh, generally care to stay, but sure!",Chandler Bing,4,10,3,13,Joyful
"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",Mike,4,10,3,14,Joyful
"Well, I don't really know what that is, but let's!!",Chandler Bing,4,10,3,15,Joyful
"Oh, wow! I should get going. I-I got a date tonight.",Ross Geller,4,10,5,2,Joyful
Oh yeah! With who?,Chandler Bing,4,10,5,3,Scared
You know that girl I told you about who lives up in Poughkeepsie?,Ross Geller,4,10,5,4,Peaceful
Yeah.,Chandler Bing,4,10,5,5,Powerful
"Not her. Yeah, this is someone else I meet, and I-I can't decide between the two of them. Y'know the one from Poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and-and a lot of fun. But this other girl, well, she lives right uptown. Y'know she's, well she's-she's just as pretty, I guess she's smart, she's not fun.",Ross Geller,4,10,5,6,Peaceful
"If she's no fun, why do you want to date her at all?",Phoebe Buffay,4,10,5,7,Joyful
"Well, I-I want to give her another chance, y'know? She lives so close. And, at the end of the date, the other time, she-she said something that was-if she was kidding was very funny. On the other hand, if she wasn't kidding, she's not fun, she's stupid, and kind of a racist.",Ross Geller,4,10,5,8,Peaceful
Hey!,Joey Tribbiani,4,10,5,9,Joyful
Hey!,Ross Geller,4,10,5,10,Joyful
"Hey, man!",Chandler Bing,4,10,5,11,Peaceful
"Hey! Ooh, how was your first day working at the restaurant?",Phoebe Buffay,4,10,5,12,Peaceful
Damn!,Joey Tribbiani,4,10,5,13,Powerful
Hey.,Joey Tribbiani,4,10,6,2,Neutral
Hey.,Monica Geller,4,10,6,3,Neutral
"Hey, what happened to your fancy chef's jacket?",Joey Tribbiani,4,10,6,4,Neutral
"They baked it. I can't take this anymore. I'm gonna call a meeting tonight, I'm gonna fire you tonight.",Monica Geller,4,10,6,5,Mad
You got it! Oh-oh!,Joey Tribbiani,4,10,6,6,Scared
What are you doing?!,Monica Geller,4,10,6,7,Mad
It's still a tiny bit on fire there.,Joey Tribbiani,4,10,6,8,Scared
Thanks. I think you got it!,Monica Geller,4,10,6,9,Neutral
Chandler!! You have the best taste in men!,Rachel Green,4,10,7,2,Joyful
"Well, like father, like son.",Chandler Bing,4,10,7,3,Joyful
Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.,Rachel Green,4,10,7,4,Joyful
Really?! I-I thought you weren't looking for something serious? I thought you were looking for some kind of a fling.,Chandler Bing,4,10,7,5,Joyful
"Well, y'know, possibly. You didn't tell him that, though? Right?",Rachel Green,4,10,7,6,Scared
"Ummmmmmmm, no.",Chandler Bing,4,10,7,7,Scared
You told this guy that I was looking for a fling?! You don't tell the guy that!,Rachel Green,4,10,7,8,Mad
Why not?! I'd be thrilled if I heard that some hot girl was just looking to get-oh I see.,Chandler Bing,4,10,7,9,Neutral
"Oh, between you telling him that I wanted to have a fling and me putting out on the first date-oh, he's so gonna get the wrong idea.",Rachel Green,4,10,7,10,Mad
"Hey, Joey, could you pass the cheese?",Monica Geller,4,10,8,2,Joyful
"Yeah. Listen uh, I'd prefer it if you didn't call me Joey. Since I don't know anyone here, I thought it'd be cool to try out a cool work nickname.",Joey Tribbiani,4,10,8,3,Scared
"Hey, dragon! Here's your tips from Monday and Tuesday.",A Waiter,4,10,8,4,Peaceful
There's like-there's like 300 bucks in this one!,Joey Tribbiani,4,10,8,5,Joyful
"Yeah, people get pretty generous around the holidays. And it never hurts to wear tight trousers.",The Waiter,4,10,8,6,Scared
"Okay. Could the waiters gather around to hear tonight's specials? Okay, first there is a Chilean Sea Bass prepared with a Mango relish on a bag-Why is nobody writing these down?",Monica Geller,4,10,8,7,Mad
Because we can remember them.,The Waiter,4,10,8,8,Neutral
Because your all gonna make up fake specials and make me cook them like you did the other night?,Monica Geller,4,10,8,9,Mad
"Well, sure, that too.",The Waiter,4,10,8,10,Powerful
"Okay, forget the specials for a minute. Umm, all right here's the thing, for the last two weeks I have umm, tried really hard to create a positive atmosphere...",Monica Geller,4,10,8,11,Peaceful
Can't hear you!,The Waiter,4,10,8,12,Powerful
"A positive atmosphere! But I-I-I have had it up to here. From now on, it is gonna be my way, or the highway! All right? Does anybody have a problem with that?!! Hey new guy! I said, does anybody have a problem with that?!",Monica Geller,4,10,8,13,Mad
No ma'am.,Joey Tribbiani,4,10,8,14,Joyful
"Hey! He has a name, it's Dragon. Do you wanna know your name? Check your hat. We did the hat right?",The Waiter,4,10,8,15,Neutral
What the hell happened?!,Monica Geller,4,10,9,2,Scared
"I am so-so-so sorry. I was gonna do it! Really! But I was standing there with 327 dollars in one hand and 238 dollars in the other hand, and I was thinking, ""Wow! It's been a long time since I had... 327 + 238 dollars!""",Joey Tribbiani,4,10,9,3,Sad
"Joey, we had a deal. That-that's why you're here! I've got to fire you!",Monica Geller,4,10,9,4,Mad
