text,speaker,season,episode,scene,utterance
"Ok, so that's what we're doing. You know, when I'm in the coffee house bopping along to one of your songs, I'm wearing ear plugs.",Monica Geller,9,19,9,35
"Ear plugs, or cloves of garlic?",Phoebe Buffay,9,19,9,36
"You know what? I take back what I said before. You keep playing at the restaurant, because with your music driving people inside, my bar sales are going up like crazy.",Monica Geller,9,19,9,37
"What are people having, the garlic Martini?",Phoebe Buffay,9,19,9,38
[Scene: Hotel's reception],Scene Directions,9,19,10,0
"Here's your copy of the bill, we hope you enjoyed your stay.",Receptionist,9,19,10,1
"Oh we did, and you still have all your lamps. Chandler: Oh, I didn't factor in the room tax.",Chandler Bing,9,19,10,2
"Oh dude, don't worry about it, I found an unattended maid's car. We're way ahead of the game. Ross: Oh my god.",Ross Geller,9,19,10,3
What?,Chandler Bing,9,19,10,4
There's something new in the bowl.,Ross Geller,9,19,10,5
"Look, we have enough, just walk away.",Chandler Bing,9,19,10,6
"No, but I want...I want the pinecones!",Ross Geller,9,19,10,7
There's a forest right outside.,Chandler Bing,9,19,10,8
It's not the same.,Ross Geller,9,19,10,9
"Ok, go quick! Ross: Thank you for a delightful stay. Ross: Oh, my maple candy!",Chandler Bing,9,19,10,10
[Scene: In front of Monica's restaurant. Phoebe is playing],Scene Directions,9,19,11,0
"Food here at 'Javu'..will kill you..the food here at 'Javu' ...will kill you.. Monica: Thank god, it's just you! I thought someone was swinging a bag of cats against the wall.",Phoebe Buffay,9,19,11,1
"You'd better get back in that kitchen Monica, the garlic is not gonna overuse itself.",Phoebe Buffay,9,19,11,2
"Ok, you have to stop playing now.",Monica Geller,9,19,11,3
Why? The only person my playing is bothering is you!,Phoebe Buffay,9,19,11,4
"Oh yeah? Ok, let's settle this, come on!",Monica Geller,9,19,11,5
Get your garlic-peelers off me!,Phoebe Buffay,9,19,11,6
"Excuse me, excuse me, hi, I'm Monica Geller..I'm the head chef here.. .. Ok, I was actually expecting a little applause there, but whatever! Ok, quick question: by a show of hands, how many of you were bothered by this woman's singing outside?",Monica Geller,9,19,11,7
"Ok, ok, how many of you enjoyed the music outside? Ha!",Phoebe Buffay,9,19,11,8
"Alright, let me ask you this question: How many of you thought the music was fine, but not in keeping with the tone of the restaurant? .",Monica Geller,9,19,11,9
"Ok, well, who identified the tone of this restaurant as pretentious comma garlicky?",Phoebe Buffay,9,19,11,10
Ok who thinks the food is delicious and a little pretention never hurt anyone?,Monica Geller,9,19,11,11
"Ok, well, alright, who thinks the food is fine, the music was fine, but your evening was ruined by this incessant poll taking? .",Phoebe Buffay,9,19,11,12
Excuse us! Alright here's a question: Who was so worried about her restaurant being fancy that she made a big deal about her friend playing her music and feels really bad about it now?,Monica Geller,9,19,11,13
Oh...Who was so stupid and stubborn that she lashed out against her friend's cooking which she actually thinks is pretty great!,Phoebe Buffay,9,19,11,14
I'm sorry...,Monica Geller,9,19,11,15
I'm sorry too...,Phoebe Buffay,9,19,11,16
ooohh... hey! Wanna stick around and I'll whip you up some dinner?,Monica Geller,9,19,11,17
Yeah! As long as it's free! Food here is ridiculously over-p... Phoebe: Who's hoping the hand raising thing is still cute enough that you won't hate me?,Phoebe Buffay,9,19,11,18
"[Scene: Joey and Rachel's apartment, Rachel walks in]",Scene Directions,9,19,12,0
Hey!,Rachel Green,9,19,12,1
Hey!,Joey Tribbiani,9,19,12,2
"Joey, do you have peanut butter on the back of your head?",Rachel Green,9,19,12,3
Oh man! I thought I got it all!,Joey Tribbiani,9,19,12,4
How...how...?,Rachel Green,9,19,12,5
"I was making a peanut butter smoothy, right?",Joey Tribbiani,9,19,12,6
uh-huh.,Rachel Green,9,19,12,7
"And I couldn't find this little plastic thing that goes on top of the blender...and I thought...well... how important can that be, right...? Turns out very!",Joey Tribbiani,9,19,12,8
Wow...definitely just Drake...,Rachel Green,9,19,12,9
What?,Joey Tribbiani,9,19,12,10
What...how is it going with Drake?,Rachel Green,9,19,12,11
Oh...I don't think it's going very well...,Joey Tribbiani,9,19,12,12
What...that scene I saw was so good!,Rachel Green,9,19,12,13
"Well, I'm feeling really insecure about the one we are shooting tomorrow...",Joey Tribbiani,9,19,12,14
"Joey, is this that thing that you do when you say you're bad so I'll give you a compliment?",Rachel Green,9,19,12,15
"A little. Yeah no, I really am worried, you know, I mean I have to make it convincing that I'm in love with Olivia.",Joey Tribbiani,9,19,12,16
So?,Rachel Green,9,19,12,17
So...I've never played that!,Joey Tribbiani,9,19,12,18
"Ooh! Honey, it can't be that hard, I mean, you've been in love before?",Rachel Green,9,19,12,19
Uh...well...just once...with you...,Joey Tribbiani,9,19,12,20
Ok...this could be a little awkward...I'm just going to blow past it... well can't you just use that method actor thing where you use your real life memories to help you in your performance?,Rachel Green,9,19,12,21
What the hell are you talking about??,Joey Tribbiani,9,19,12,22
"Alright, alright look, just uh... just try to remember how you felt when you were in love, and think about that when you're playing the scene.",Rachel Green,9,19,12,23
"Oh! ok, yeah, I think I can do that. Yeah ok, there's this party scene coming up.. and Olivia and her husband are there and all Drake wants to do is grab her and kiss her, but he can't... And that makes me think about all those times when I wanted to grab you and kiss you, but you didn't know so I would just pretend everything was cool, but really, it was killing me.",Joey Tribbiani,9,19,12,24
"Joey, you never..you never talked about that before...",Rachel Green,9,19,12,25
"Well.. hey, you know what else I could use? There's a scene where Drake sneaks into Olivia's bedroom, and she doesn't know he's there - which never happened with us! And he knows he shouldn't be there, but he just wants to look at her... you know? And I remember all those mornings before you even put on your make-up, when I would think to myself, my God, she...is... beautiful... and it hurts so much, cuz I knew I could never tell you but it was worth it just to be there looking at you. Joey: Thanks dude!!!This is GREAT!! Closing credits.",Joey Tribbiani,9,19,12,26
"[Scene: Monica and Chandler's apartement, Monica is at the kitchen table writing something and Chandler enters kitchen area]",Scene Directions,9,19,13,0
I got you something from Vermont!,Chandler Bing,9,19,13,1
"Besides tampons and salt? Ooh! My God! Maple candy! That's so sweet of you. That's weird...it's empty! Ross: Hi you guys! what's going on, you... you guys wanna hang out...or...? do you...do you guys hear a buzzing?",Monica Geller,9,19,13,2
[Scene: Central Perk],Scene Directions,9,21,1,0
"It's so weird, how did Joey end up kissing Charlie last night? I thought you'd end up kissing Charlie.",Monica Geller,9,21,1,1
"Hey, I thought I'd end up kissing Charlie too ok? But SURPRISE!",Ross Geller,9,21,1,2
"I missed most of the party Charlie's a girl, right?",Chandler Bing,9,21,1,3
"Yes, she is this new professor of my department that I did not kiss.",Ross Geller,9,21,1,4
"I don't know why Joey had to kiss her! I mean, of all the girls at the party, GOD!",Rachel Green,9,21,1,5
Why do you care so much?,Ross Geller,9,21,1,6
"Yes Rachel, why do you care so much?",Monica Geller,9,21,1,7
Be-cause Ross is the father of my child! You know... and I... want him to hook up with lots of women! I just... All I'm saying is... I don't think that Joey and Charlie have anything in common.,Rachel Green,9,21,1,8
"Oh, I don't know, they seem to have a shared interest in each other's tonsils...",Ross Geller,9,21,1,9
"Wow, Joey and a professor! Can you imagine if they had kids and if the kids got her intelligence and Joey's raw sexual magnetism... Oh, those nerds will get laaaaaid!",Phoebe Buffay,9,21,1,10
"All right, so... Ross, you're ok with all this? I mean...",Rachel Green,9,21,1,11
"Yeah, it's no big deal. I mean, I just met her and I'm fine with it...",Ross Geller,9,21,1,12
"Oh, God. I forgot how hot she was!",Ross Geller,9,21,1,13
Hey!,Joey Tribbiani,9,21,1,14
Hi!,#ALL#,9,21,1,15
I'm gonna get some more coffee.,Ross Geller,9,21,1,16
"Oh, you know what? I'll come with you!",Charlie Wheeler,9,21,1,17
Ok.,Ross Geller,9,21,1,18
"So, a professor, uh?",Chandler Bing,9,21,1,19
"Yeah! She is cool, and she's so smart! Her mind is totally acrimonious . That's not how she used it...?",Joey Tribbiani,9,21,1,20
"I feel like I owe you an explanation. I don't ordinarily go around kissing guys at parties. I'm... well, I'm kind of embarrassed. I really hope you don't think less of me.",Charlie Wheeler,9,21,1,21
"Uhm no! Think less of you! No, I don't think less of you. I mean, you saw someone you liked and you kissed them. I mean, those people who like someone and don't kiss them... those-those people are stupid, I hate those people.",Ross Geller,9,21,1,22
"You know, actually I'm a little surprised to myself. I mean, Joey is so different from the guys I usually date. I mean, they're all professors, and intellectuals, and paleontologists mostly, you know, very cerebral...",Charlie Wheeler,9,21,1,23
"Yeah, I know the type.",Ross Geller,9,21,1,24
"Hey, if you wanna grab a bite before work we'd better get acrimonious. No? Am I getting close? Opening credits.",Joey Tribbiani,9,21,1,25
[Scene: Joey and Rachel's apartment],Scene Directions,9,21,2,0
Hey!,Phoebe Buffay,9,21,2,1
Hey!,Monica Geller,9,21,2,2
Hey you guys! Look what I just got.,Phoebe Buffay,9,21,2,3
"Oh, OH! Wow, I love those! Where did you get them?",Rachel Green,9,21,2,4
I bought them off Ebay! They used to belong to the late Shania Twain.,Phoebe Buffay,9,21,2,5
"Phoebe, Shania Twain is still alive!",Rachel Green,9,21,2,6
Oh... then I overpaid.,Phoebe Buffay,9,21,2,7
"Hey, what's this?",Monica Geller,9,21,2,8
"Oh, it's a gift certificate to this new SPA in SOHO.",Rachel Green,9,21,2,9
"Oh, you can't show Phoebe this! She hates those corporate massage chains.",Monica Geller,9,21,2,10
"Ah, why, now I can't get a massage? There are so many things that she disapproves of! I can't eat veal, I can't wear fur, I can't go hunting...",Rachel Green,9,21,2,11
Do you wanna go hunting?,Monica Geller,9,21,2,12
"Well, I would like to have the option!!",Rachel Green,9,21,2,13
"What's up? Hey, Rachel!!",Phoebe Buffay,9,21,2,14
Oh!,Rachel Green,9,21,2,15
"No, you can't go there! You know how I feel about these ""big massage places""! They're putting people like me out of business!",Phoebe Buffay,9,21,2,16
"And she wants to go hunting, too!!",Monica Geller,9,21,2,17
"Phoebe, come on, I don't wanna waste it! It would be like throwing away a hundred bucks!",Rachel Green,9,21,2,18
"Ok, this is not about the MONEY, ok? It's about... it's about corporate greed destroying our hearts and leaving us... the hollow shells.",Phoebe Buffay,9,21,2,19
I don't care about any of that!!,Rachel Green,9,21,2,20
"Well, do you care about friendship?",Phoebe Buffay,9,21,2,21
Oh!,Rachel Green,9,21,2,22
"I feel really strongly about this, Rachel. Please, don't use this gift certificate. I'm asking you as a friend.",Phoebe Buffay,9,21,2,23
"Oh, not as a friend, Phoebe!! Fine, I won't use it!",Rachel Green,9,21,2,24
Promise?,Phoebe Buffay,9,21,2,25
I promise.,Rachel Green,9,21,2,26
Thank you.,Phoebe Buffay,9,21,2,27
But I am going hunting!!,Rachel Green,9,21,2,28
[Scene: Monica and Chandler's apartment],Scene Directions,9,21,3,0
Hey honey! I missed you today!,Monica Geller,9,21,3,1
"Oh, yeah?",Chandler Bing,9,21,3,2
Yeah. What d'you wanna do tonight?,Monica Geller,9,21,3,3
"Oh, well... Maybe we could...",Chandler Bing,9,21,3,4
"Ok, trying to turn me on by making a mess? Know your audience! Besides, tomorrow we're doing those fertility tests and until then you need to keep your tadpoles in the tank.",Monica Geller,9,21,3,5
We really need to take those tests?,Chandler Bing,9,21,3,6
"Honey, we've been trying to have a baby for over a year. I think it's a good idea to find out if everything's ok. Just a few routine tests.",Monica Geller,9,21,3,7
But I don't wanna do it in a cup!,Chandler Bing,9,21,3,8
What is the big deal?,Monica Geller,9,21,3,9
It's weird! In a doctor's office?,Chandler Bing,9,21,3,10
It's not ok to do it in a doctor's office but it is ok to do it in a parked car behind a Taco Bell?,Monica Geller,9,21,3,11
"I cannot believe Ross told you that! And in my defense, it was a Wendy's!",Chandler Bing,9,21,3,12
"Look, I don't wanna do this test either, but I really do think it's a good idea!",Monica Geller,9,21,3,13
"Yeah, ok. I'm sure that doctor's office can't be worst than on a class trip to the Hershey's factory!",Chandler Bing,9,21,3,14
OH!,Monica Geller,9,21,3,15
"Oh, yeah! RACHEL TALKS TOO!",Chandler Bing,9,21,3,16
[Scene: Joey's apartment],Scene Directions,9,21,4,0
Who says that wine has to cost more than milk!,Joey Tribbiani,9,21,4,1
Heeey!,Joey Tribbiani,9,21,4,2
Hi!,Charlie Wheeler,9,21,4,3
"Come on in, how are ya?",Joey Tribbiani,9,21,4,4
I'm good!,Charlie Wheeler,9,21,4,5
Can I offer you a drink?,Joey Tribbiani,9,21,4,6
"Please, I've been crazed all day! I had a meeting with the Dean, and my syllabus for summer school is due and I'm writing the Foreword for a friend's book...",Charlie Wheeler,9,21,4,7
"Uh-oh. I hade a pretty hectic day at work too, today I had to open a door and go ohhhh!",Joey Tribbiani,9,21,4,8
So I am just so excited to be here. And I can't wait to start exploring the city!,Charlie Wheeler,9,21,4,9
"Hey, if you need a tour guide...",Joey Tribbiani,9,21,4,10
"Oh, you mean it? That would be so fun!",Charlie Wheeler,9,21,4,11
"Yeah, definitely, definitely. Ok, what do you wanna see first?",Joey Tribbiani,9,21,4,12
"Oh, well, we can go see the Chronos Quartet at the Avery Fisher Hall.",Charlie Wheeler,9,21,4,13
Ok!,Joey Tribbiani,9,21,4,14
And there is a collection of Walt Whitman letters on display at the public library.,Charlie Wheeler,9,21,4,15
"I know, yeah!",Joey Tribbiani,9,21,4,16
"And first, I have to see the MET!",Charlie Wheeler,9,21,4,17
"Ok, let me stop you right there. The Mets suck, ok? You wanna see the Yankees.",Joey Tribbiani,9,21,4,18
"No, no, no, not the Mets, the MET, singular!",Charlie Wheeler,9,21,4,19
"Which one, they all suck!",Joey Tribbiani,9,21,4,20
The museum!,Charlie Wheeler,9,21,4,21
I don't think so.,Joey Tribbiani,9,21,4,22
"[Scene: SPA massage center, Rachel enters]",Scene Directions,9,21,5,0
Hi there!,Rachel Green,9,21,5,1
"Hello, welcome to Lavender Day Spa SPA. How may I help you?",Receptionist,9,21,5,2
"Oh, hi. I have a massage appointment under Rachel Green, and here is my gift certificate.",Rachel Green,9,21,5,3
This has been torn up.,Receptionist,9,21,5,4
And... taped back together.,Rachel Green,9,21,5,5
"Ok well, I'll call you as soon as your massage therapist is ready.",Receptionist,9,21,5,6
Ok.,Rachel Green,9,21,5,7
Have a seat through the glass doors.,Receptionist,9,21,5,8
through the glass doors.,Rachel Green,9,21,5,9
Through the glass doors.,Receptionist,9,21,5,10
Alright-y then.,Rachel Green,9,21,5,11
"Phoebe, your next client's in the waiting room.",Receptionist,9,21,5,12
"Ok. Do we have to talk like that then they're not around? Oh, no, no! Listen, is there someone who can fill in for me?",Phoebe Buffay,9,21,5,13
"Sorry, everyone is booked!",Receptionist,9,21,5,14
But that woman can't know I work here. She's a friend of mine and I made this big stink about how awful this massage chains are.,Phoebe Buffay,9,21,5,15
Then why you work here?,Receptionist,9,21,5,16
'Cause it's good money! But that doesn't change the fact that this is an evil blood sucking corporate machine!,Phoebe Buffay,9,21,5,17
"Well, I think this is a great place to work!",Receptionist,9,21,5,18
"Ok, are they listening?",Phoebe Buffay,9,21,5,19
[Scene: Central Perk],Scene Directions,9,21,6,0
"(Joey walks in and moves towards Ross, who's sitting of the sofa)",Scene Directions,9,21,6,1
Ross!,Joey Tribbiani,9,21,6,2
Hi!,Ross Geller,9,21,6,3
I need to talk to you about Charlie.,Joey Tribbiani,9,21,6,4
"Oh, do you, do you really?",Ross Geller,9,21,6,5
"Yeah, I'm... I'm kind of having a little problem.",Joey Tribbiani,9,21,6,6
"Look, if you don't know what the word ""acrimonious"" means, just don't use it!",Ross Geller,9,21,6,7
"No, look, you know Charlie, right? She's cool, she's funny, her body is soo...",Joey Tribbiani,9,21,6,8
Get to the problem!,Ross Geller,9,21,6,9
Yes. It's just that she's so much smarter than all the girls I've ever dated! Combined! I don't want her to think I'm stupid!,Joey Tribbiani,9,21,6,10
Are you wearing two belts?,Ross Geller,9,21,6,11
"EH, what do you know!",Joey Tribbiani,9,21,6,12
You were saying you didn't want to seem stupid.,Ross Geller,9,21,6,13
"Right, right, right, well, she wants to go to all this cultural places and I don't know how to talk about that stuff. You gotta help me out!",Joey Tribbiani,9,21,6,14
"You know, I really don't want to get involved in you guy's relationship.",Ross Geller,9,21,6,15
"Please, c'mon, you're the smartest person I know and I really like this girl, ok, I don't wanna lose her.",Joey Tribbiani,9,21,6,16
Fine.,Ross Geller,9,21,6,17
Thanks.,Joey Tribbiani,9,21,6,18
"Ok. Let's see. Oh, you should take her to the MET!",Ross Geller,9,21,6,19
The Metsss!,Joey Tribbiani,9,21,6,20
"Oh, no! The MET! The Metropolitan Museum of Art.",Ross Geller,9,21,6,21
"Oh, that's what she meant! You know, if they're gonna shorten it, they should call it the MUSE! You know, short for museum, and avoid all the confusion!",Joey Tribbiani,9,21,6,22
"Yeah, most of it it's a place packed with confused angry baseball fans!",Ross Geller,9,21,6,23
"Ok, all right, so I'll take her to the MET.",Joey Tribbiani,9,21,6,24
"Yeah, uh, uh, ok, there's this great rare bookstore on Madison Avenue. You know what? She loves architecture, you know what you should do? You should take a walk down fifth to the Saint Patrick's Cathedral and there there's this great little pastry shop that she'd love.",Ross Geller,9,21,6,25
"Geez, sounds like you should be going on this date!",Joey Tribbiani,9,21,6,26
But I'm not! . You know what if you're in the mood for Thai food...,Ross Geller,9,21,6,27
"Whoa, whoa, whoa! Slow down, you go way too fast. Ok? Just go back to the MET, ok?",Joey Tribbiani,9,21,6,28
Ok.,Ross Geller,9,21,6,29
You got to tell me exactly what to do there.,Joey Tribbiani,9,21,6,30
"Ok, when you walk in the museum, take the right, that's the antiquities wing. Ancient Egypt, Mesopotamia, up to the Byzantine Empire.",Ross Geller,9,21,6,31
"Whoa, whoa, whoa, whoa, whoa! So, I walk in the door and make the right.",Joey Tribbiani,9,21,6,32
[Scene: doctor's waiting room],Scene Directions,9,21,7,0
I have a weird feeling about this place. How do I know that they are not gonna secretly videotape me and put it all over the internet.,Chandler Bing,9,21,7,1
"Because, honey, I mean this in the sweetest way possible, nobody is gonna wanna watch that.",Monica Geller,9,21,7,2
Mr. Bing? Here you are! You'll go into that room and deposit your specimen into the container.,Nurse,9,21,7,3
"Deposit my specimen? You know, usually I have to call a 900 number for that kind of talk. Thanks, got it.",Chandler Bing,9,21,7,4
"Hey, honey, my test is down the hall, are you sure you're going to be ok?",Monica Geller,9,21,7,5
"Yeah, I guess!",Chandler Bing,9,21,7,6
"I know this is embarrassing, but nobody cares! No one here even knows you!",Monica Geller,9,21,7,7
OH MY GOD!!,Janice Litman Goralnik,9,21,7,8
"Oh, Come on!",Chandler Bing,9,21,7,9
Ah ahahahhahaa! How great is this!,Janice Litman Goralnik,9,21,7,10
"Hey, we're probably fertile, let's go home!",Monica Geller,9,21,7,11
Why are you here?,Chandler Bing,9,21,7,12
"Well, Sid and I are trying again and we had trouble last time because apparently we...",Janice Litman Goralnik,9,21,7,13
"No no no... I mean, why? why is she here??",Chandler Bing,9,21,7,14
Oh! Someone's a little cranky today cuz they have to do it in a cup! Oh! They gave you the kiddy size .,Janice Litman Goralnik,9,21,7,15
What!?,Chandler Bing,9,21,7,16
This was fun! But I've got an invasive vaginal exam to get to!,Monica Geller,9,21,7,17
"I'd love to stay, but I have eh... got a hot date...",Chandler Bing,9,21,7,18
Please... go! Just let me know if you need a hand!,Janice Litman Goralnik,9,21,7,19
I think it just fell off.,Chandler Bing,9,21,7,20
"[Scene: At the Spa, Phoebe is at the half-opened door]",Scene Directions,9,21,8,0
"Hello ""ja"", it's time for your massage, ja! Put your face in the hole.",Phoebe Buffay,9,21,8,1
"Wow, a Swedish massage from a real Swedish person.",Rachel Green,9,21,8,2
"Okay, then I'm Swedish...",Phoebe Buffay,9,21,8,3
"So, what's your name?",Monica Geller,9,21,8,4
It's a normal Swedish name... Ikea...,Phoebe Buffay,9,21,8,5
Oh... what an interesting name.,Rachel Green,9,21,8,6
Ja!,Phoebe Buffay,9,21,8,7
You know I...,Rachel Green,9,21,8,8
Time for your scalp massage!,Phoebe Buffay,9,21,8,9
Wow... I really love your...,Rachel Green,9,21,8,10
Is something wrong?,Phoebe Buffay,9,21,8,11
"No, it's just that uhm... it feels so good... Ikea... Yeah, say hey, you'll know this, what's the capital of Sweden?",Rachel Green,9,21,8,12
Uhm... Stockholm.,Phoebe Buffay,9,21,8,13
Damn! I wish I knew if that was right!,Rachel Green,9,21,8,14
"[Scene: Joey's apartment, Joey and Ross in the living room, rehearsing what Joey will say to Charlie in the Museum]",Scene Directions,9,21,9,0
Note the painterly lines and subtle impasto on this canvas. Monet painted quickly and usually outdoors as his elusive subject was light itself.,Joey Tribbiani,9,21,9,1
"Now, do you have any idea what you just said?",Ross Geller,9,21,9,2
"No, no, my mouth says the words, my brain is thinking monster trucks!",Joey Tribbiani,9,21,9,3
"Ok now, remember, when you get to the museum, Monet is not spelt M-O-N-A-Y. I just... I wrote that out phonetically for you.",Ross Geller,9,21,9,4
Phonetically?,Joey Tribbiani,9,21,9,5
"Yeah, yeah that means... you know? We just... we don't have time for this.",Ross Geller,9,21,9,6
Ok.,Joey Tribbiani,9,21,9,7
"Ok, but you know what? I gotta say, I'm really impressed that you were able to memorize all this so quickly!",Ross Geller,9,21,9,8
"Ah! I'm an actor! I can memorize anything! Last week on ""Days"" I had to say ""Frontal temporal zygomatic craniotomy"".",Joey Tribbiani,9,21,9,9
Wow. What does that mean?,Ross Geller,9,21,9,10
"No idea! But the guy I said it to dies in the next scene so I guess it means ""you're gonna get eaten by a bear"".",Joey Tribbiani,9,21,9,11
Ok! So let's move on to the Renaissance?,Ross Geller,9,21,9,12
"Ok, Caravaggio uses chiaroscuro here to highlight the anguish of the central figure. Touch it, it's really bumpy! .",Joey Tribbiani,9,21,9,13
"Nah ah! Nah ah! No no no! No ad-libbing and dude, you can't touch the paintings.",Ross Geller,9,21,9,14
Come on! you...,Joey Tribbiani,9,21,9,15
No!,Ross Geller,9,21,9,16
[Scene: The Fertility Clinic; Chandler walks out one of the rooms],Scene Directions,9,21,10,0
My specimen is in the room and I just want to thank whoever knocked on the door while I was in there. Really helped speed the process along! Janice! You're not... gone?,Chandler Bing,9,21,10,1
Oh! Sid is still in his room. I don't allow porn at home so this is like a vacation for him. So did you do it? Did you make your deposit?,Janice Litman Goralnik,9,21,10,2
Yeah! yeah... The hard part is over!,Chandler Bing,9,21,10,3
"That's not the hard part honey! The hard part is what comes next, I mean aren't you worried about the results?",Janice Litman Goralnik,9,21,10,4
I haven't... I haven't even thought about the results yet... I just assumed that everything was gonna be ok.,Chandler Bing,9,21,10,5
"Oh! Well, you know what? It probably is.",Janice Litman Goralnik,9,21,10,6
"Yeah, but what if it's not? What if there is a reason why we can't have a baby?",Chandler Bing,9,21,10,7
"Oh, Chandler, look. You and Monica are meant to have children. I am sure it's gonna be just fine.",Janice Litman Goralnik,9,21,10,8
"oh, oh, yeah, ok, thanks. I can't believe I didn't even think of that. I guess I was just so worried about having to... come here and do... 'that'...",Chandler Bing,9,21,10,9
"What, you can do it in the parking lot of a Taco Bell, but you can't do it at a doctor's office?",Janice Litman Goralnik,9,21,10,10
"It was a ""Wendy's!! """,Chandler Bing,9,21,10,11
[Scene: Phoebe and Rachel at the Spa. Phoebe is still massaging Rachel],Scene Directions,9,21,11,0
"""Ipan Stripan, Glupi Glabi! "" And that is the Swedish National Anthem! Thank you for asking!",Phoebe Buffay,9,21,11,1
"Wow, Ikea... what a rich culture. Uhm, you know what? I have a friend who is a masseuse.",Rachel Green,9,21,11,2
"Oh, Ja! Ja!",Phoebe Buffay,9,21,11,3
Yah! She's... uhm... not very good though...,Rachel Green,9,21,11,4
"Uhu, uhu... and why do you think that is?",Phoebe Buffay,9,21,11,5
I don't know... maybe it's because she has got such callousy fingers from playing crummy guitar...,Rachel Green,9,21,11,6
Or... maybe she has trouble loosening your knots because you're such a high maintenance tight ass!,Phoebe Buffay,9,21,11,7
Phoebe!!,Rachel Green,9,21,11,8
You know it's me?,Phoebe Buffay,9,21,11,9
"For like a half an hour! Man, you can lie about Sweden!",Rachel Green,9,21,11,10
How can you come here?,Phoebe Buffay,9,21,11,11
How could you not tell me you worked here?,Rachel Green,9,21,11,12
I don't have to tell you everything!,Phoebe Buffay,9,21,11,13
"Yes you do, if you're going to make me feel guilty for getting a free massage!",Rachel Green,9,21,11,14
Tips not included.,Phoebe Buffay,9,21,11,15
"Oh! Phoebe, why did you lie to me about working here?",Rachel Green,9,21,11,16
"Because I was ashamed ok? I sold out for the cash! And then they give me benefits like medical, and dental, and a 401K. But you know... you pay a price. Now I'm this Corporate stooge and punching a clock and Ugh! paying taxes!",Phoebe Buffay,9,21,11,17
"Phoebe, honey, if you hate it so much, you should walk out there right now and quit! Be true to what you believe in! Honey, you have principles and I so admire that! I don't have any!",Rachel Green,9,21,11,18
You know what? You are right. I am gonna quit. It's time I took my life back!,Phoebe Buffay,9,21,11,19
Good for you Pheebs!,Rachel Green,9,21,11,20
Ok.,Phoebe Buffay,9,21,11,21
"Okay If you guys have microphones in there too, I didn't mean any of that. I love you.",Phoebe Buffay,9,21,11,22
[Scene: Central Perk. Ross is playing some shoot'em up game on his laptop],Scene Directions,9,21,12,0
"Haha! Got ya! Die, die, die!",Ross Geller,9,21,12,1
"Respectfully, professor R. Geller. , closes the laptop and joins Charlie on the sofa) Hey!",Ross Geller,9,21,12,2
Hi!,Charlie Wheeler,9,21,12,3
"Hey, how was the Met?",Ross Geller,9,21,12,4
The museum was amazing!,Charlie Wheeler,9,21,12,5
"Yeah? Joey really knows his art, huh?",Ross Geller,9,21,12,6
"Not so much, no. He had clearly memorized all the stuff to say, and some of it didn't even make any sense.",Charlie Wheeler,9,21,12,7
What do you mean?,Ross Geller,9,21,12,8
"Well, for one, he was talking about paintings that were nowhere around.",Charlie Wheeler,9,21,12,9
"Wait a minute... when you guys walked into the Met, did you go to the right?",Ross Geller,9,21,12,10
"No, we went to the left.",Charlie Wheeler,9,21,12,11
"Oh Joey, Joey! But still, I mean, it seems like you guys are having a great time together.",Ross Geller,9,21,12,12
"Yeah, it's fun .",Charlie Wheeler,9,21,12,13
What?,Ross Geller,9,21,12,14
"Actually, you know, Joey is your friend, and you don't really know me that well; it would be weird.",Charlie Wheeler,9,21,12,15
"What, I mean, a little, but no, what, go on.",Ross Geller,9,21,12,16
"Well... I'm just thinking that maybe he's not the right guy to be with right now, maybe I should be with someone... I have more in common with. You know what I mean?",Charlie Wheeler,9,21,12,17
"Yeah. But you know what? I think you should give Joey a chance. I mean, he's a great guy, and sure he doesn't know that much about art but you know, you can always talk about that with someone else.",Ross Geller,9,21,12,18
"Yeah, I guess that's true.",Charlie Wheeler,9,21,12,19
"And if you think about it, I mean the reason he memorized all that stuff is because he thought it was important to you. You know, that's the kind of guy Joey is.",Ross Geller,9,21,12,20
He is very sweet. Plus he's hot!,Charlie Wheeler,9,21,12,21
That was going to be my next argument.,Ross Geller,9,21,12,22
Hey!,Joey Tribbiani,9,21,12,23
Hey!,Ross Geller,9,21,12,24
Hey!,Charlie Wheeler,9,21,12,25
You're ready?,Joey Tribbiani,9,21,12,26
"Yeah, let's go. Thanks Ross.",Charlie Wheeler,9,21,12,27
"Hey Ross! That art stuff worked, you hooked me up.",Joey Tribbiani,9,21,12,28
Glad I could help man.,Ross Geller,9,21,12,29
"Although some of that stuff wasn't where you said it was gonna be, but... I made it work.",Joey Tribbiani,9,21,12,30
"[Scene: Monica and Chandler's. Chandler is sitting on the sofa, reading the newspaper.]",Scene Directions,9,21,13,0
It is not okay that I'm aroused by this now.,Chandler Bing,9,21,13,1
"Hello? Oh hi, Doctor Connelly. No, she's not here but, you know, I can tell her. Should I be sitting down for this? Oh. Well, so what does that mean? Ok. Ok, thank you. Thanks.",Chandler Bing,9,21,13,2
Hey sweetie.,Monica Geller,9,21,13,3
Doctor Connelly just called.,Chandler Bing,9,21,13,4
"With good news? Of course it is not good news, you just said ""Doctor Connelly just called"". If it was good news you would have said ""Doctor Connelly just called! "" But so what is it? Is there a problem, uh? Is there a problem with me or with you?",Monica Geller,9,21,13,5
Actually it's both of us.,Chandler Bing,9,21,13,6
